0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0.001,0.002,0.003,0.004,0.005,0.016,0.027,0.038,0.049,0.06,0.071,0.082,0.093,0.104,0.115,0.126,0.137,0.148,0.159,0.17,0.181,0.192,0.203,0.214,0.225,0.236,0.247,0.258,0.269,0.28,0.291,0.302,0.313,0.324,0.335,0.346,0.357,0.368,0.379,0.39,0.401,0.412,0.423,0.434,0.445,0.456,0.467,0.478,0.489,0.5,0.511,0.522,0.533,0.544,0.555,0.566,0.577,0.588,0.599,0.61,0.621,0.632,0.643,0.654,0.665,0.676,0.687,0.698,0.709,0.72,0.731,0.742,0.753,0.764,0.775,0.786,0.797,0.808,0.819,0.83,0.841,0.852,0.863,0.874,0.885,0.896,0.907,0.918,0.929,0.94,0.951,0.962,0.973,0.984,0.995,0.996,0.997,0.998,0.999,1,0.999,0.998,0.997,0.996,0.995,0.984,0.973,0.962,0.951,0.94,0.929,0.918,0.907,0.896,0.885,0.874,0.863,0.852,0.841,0.83,0.819,0.808,0.797,0.786,0.775,0.764,0.753,0.742,0.731,0.72,0.709,0.698,0.687,0.676,0.665,0.654,0.643,0.632,0.621,0.61,0.599,0.588,0.577,0.566,0.555,0.544,0.533,0.522,0.511,0.5,0.489,0.478,0.467,0.456,0.445,0.434,0.423,0.412,0.401,0.39,0.379,0.368,0.357,0.346,0.335,0.324,0.313,0.302,0.291,0.28,0.269,0.258,0.247,0.236,0.225,0.214,0.203,0.192,0.181,0.17,0.159,0.148,0.137,0.126,0.115,0.104,0.093,0.082,0.071,0.06,0.049,0.038,0.027,0.016,0.005,0.004,0.003,0.002,0.001
